"SCD"	"Transcripts"	"Gender"	"Age"	"Ethnicity"	"Education"	"Occupation"	"Languages"	"First.Lang"	"Partner.ID"	"Relationship"	"conv"	"ah"	"lah"	"lor"	"leh"	"hor"	"mah"	"meh"	"sia"
"3132-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"CHINESE"	"3132-1"	"FRIENDS"	"3132"	146	117	33	26	1	2	14	0

"3133-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"CHINESE"	"3133-2"	"FRIENDS"	"3133"	38	42	14	22	0	0	2	0

"3133-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3133-1"	"FRIENDS"	"3133"	126	47	6	27	1	2	7	1

"3134-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3134-2"	"FRIENDS"	"3134"	2	8	0	0	0	0	0	0

"3134-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3134-1"	"FRIENDS"	"3134"	14	20	1	0	0	0	0	2

"3135-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3135-2"	"FRIENDS"	"3135"	57	49	13	7	0	1	5	6

"3135-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3135-1"	"FRIENDS"	"3135"	91	64	5	2	4	2	2	2

"3136-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"MANAGEMENT"	"ENGLISH"	"CHINESE"	"3136-2"	"PARTNER"	"3136"	14	130	2	4	0	3	0	0

"3136-2"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"LAW & ORDER"	"ENGLISH"	"ENGLISH"	"3136-1"	"PARTNER"	"3136"	13	74	2	0	0	0	4	0

"3137-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH"	"ENGLISH"	"3137-2"	"FRIENDS"	"3137"	75	97	3	13	2	4	3	0

"3137-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"RESEARCH"	"ENGLISH"	"ENGLISH"	"3137-1"	"FRIENDS"	"3137"	56	78	3	3	0	2	0	0

"3138-1"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"FREELANCE"	"ENGLISH"	"ENGLISH"	"3138-2"	"FRIENDS"	"3138"	70	66	10	17	0	1	2	0

"3138-2"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"ENGINEER"	"ENGLISH"	"ENGLISH"	"3138-1"	"FRIENDS"	"3138"	70	23	3	3	0	1	0	3

"3139-1"	"Same Room"	"F"	"4X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH"	"ENGLISH"	"3139-2"	"FRIENDS"	"3139"	64	24	3	9	3	3	3	0

"3139-2"	"Same Room"	"M"	"4X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH"	"CHINESE"	"3139-1"	"FRIENDS"	"3139"	10	7	0	0	0	4	0	0

"3140-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3140-2"	"PARTNER"	"3140"	8	25	3	1	0	1	5	0

"3140-2"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"CHINESE"	"3140-1"	"PARTNER"	"3140"	8	7	1	1	0	1	3	0

"3141-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH"	"CHINESE"	"3141-2"	"FAMILY"	"3141"	81	66	30	5	1	2	2	1

"3141-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH"	"CHINESE"	"3141-1"	"FAMILY"	"3141"	38	74	9	10	2	3	10	0

"3142-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3142-2"	"FRIENDS"	"3142"	44	74	3	26	0	0	5	4

"3142-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3142-1"	"FRIENDS"	"3142"	75	100	9	18	0	1	9	2

"3143-1"	"Same Room"	"F"	"5X"	"CHINESE"	"BACHELOR"	"MANAGEMENT"	"ENGLISH, CHINESE"	"CHINESE"	"3143-2"	"FRIENDS"	"3143"	71	37	4	0	2	2	0	0

"3143-2"	"Same Room"	"F"	"4X"	"CHINESE"	"POSTGRADUATE"	"HOMEMAKER"	"ENGLISH, CHINESE"	"CHINESE"	"3143-1"	"FRIENDS"	"3143"	159	79	37	15	8	1	0	1

"3144-1"	"Same Room"	"M"	"4X"	"MALAY"	"DIPLOMA"	"TECHNICIAN"	"ENGLISH"	"ENGLISH"	"3144-2"	"FRIENDS"	"3144"	6	0	0	0	0	0	0	0

"3144-2"	"Same Room"	"M"	"4X"	"MALAY"	"DIPLOMA"	"TECHNICIAN"	"ENGLISH"	"ENGLISH"	"3144-1"	"FRIENDS"	"3144"	5	3	0	0	0	0	0	0

"3145-1"	"Same Room"	"F"	"3X"	"INDIAN"	"BACHELOR"	"N/A"	"ENGLISH"	"ENGLISH"	"3145-2"	"FRIENDS"	"3145"	13	13	0	0	0	0	0	0

"3145-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH"	"ENGLISH"	"3145-1"	"FRIENDS"	"3145"	56	122	1	1	0	1	1	1

"3146-1"	"Same Room"	"M"	"3X"	"INDIAN"	"BACHELOR"	"N/A"	"ENGLISH"	"ENGLISH"	"3146-2"	"FAMILY"	"3146"	100	122	1	2	2	0	1	0

"3146-2"	"Same Room"	"M"	"3X"	"INDIAN"	"BACHELOR"	"N/A"	"ENGLISH"	"ENGLISH"	"3146-1"	"FAMILY"	"3146"	97	149	0	0	0	1	4	8

"3147-1"	"Same Room"	"F"	"3X"	"MALAY"	"DIPLOMA"	"ANALYST"	"ENGLISH"	"ENGLISH"	"3147-2"	"FAMILY"	"3147"	14	34	1	0	0	0	0	0

"3147-2"	"Same Room"	"F"	"3X"	"INDIAN"	"POSTGRADUATE"	"CIVIL SERVANT"	"ENGLISH"	"ENGLISH"	"3147-1"	"FAMILY"	"3147"	11	80	1	2	0	0	0	0

"3148-1"	"Same Room"	"F"	"2X"	"MALAY"	"DIPLOMA"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3148-2"	"FRIENDS"	"3148"	49	78	1	2	0	0	0	0

"3148-2"	"Same Room"	"F"	"1X"	"MALAY"	"A-LEVEL"	"STUDENT"	"ENGLISH"	"MALAY"	"3148-1"	"FRIENDS"	"3148"	27	79	0	3	0	0	0	2

"3149-1"	"Same Room"	"F"	"3X"	"INDIAN"	"DIPLOMA"	"ADMINISTRATION"	"ENGLISH"	"ENGLISH"	"3149-2"	"FRIENDS"	"3149"	4	20	0	0	0	0	3	0

"3149-2"	"Same Room"	"F"	"3X"	"INDIAN"	"DIPLOMA"	"ADMINISTRATION"	"ENGLISH"	"ENGLISH"	"3149-1"	"FRIENDS"	"3149"	2	6	0	0	0	0	0	0

"3150-1"	"Same Room"	"M"	"2X"	"INDIAN"	"DIPLOMA"	"MICE"	"ENGLISH"	"ENGLISH"	"3150-2"	"FRIENDS"	"3150"	10	34	0	1	0	0	0	0

"3150-2"	"Same Room"	"M"	"2X"	"MALAY"	"DIPLOMA"	"MEDIA"	"ENGLISH"	"ENGLISH"	"3150-1"	"FRIENDS"	"3150"	5	13	1	2	0	0	0	0

"3151-1"	"Same Room"	"M"	"3X"	"MALAY"	"BACHELOR"	"STUDENT"	"ENGLISH"	"MALAY"	"3151-2"	"PARTNER"	"3151"	47	183	0	1	0	0	0	0

"3151-2"	"Same Room"	"F"	"2X"	"MALAY"	"BACHELOR"	"STUDENT"	"ENGLISH"	"MALAY"	"3151-1"	"PARTNER"	"3151"	5	2	0	1	0	0	0	1

"3152-1"	"Same Room"	"M"	"2X"	"MALAY"	"DIPLOMA"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3152-2"	"FRIENDS"	"3152"	25	63	7	4	0	0	4	2

"3152-2"	"Same Room"	"F"	"3X"	"MALAY"	"DIPLOMA"	"ADMINISTRATION"	"ENGLISH"	"ENGLISH"	"3152-1"	"FRIENDS"	"3152"	19	18	1	6	0	1	3	0

"3153-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"CHINESE"	"3153-2"	"PARTNER"	"3153"	36	106	6	1	0	1	0	1

"3153-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3153-1"	"PARTNER"	"3153"	23	24	18	0	0	0	0	2

"3154-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3154-2"	"PARTNER"	"3154"	68	112	5	19	0	7	6	2

"3154-2"	"Same Room"	"F"	"1X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3154-1"	"PARTNER"	"3154"	22	19	1	3	0	1	1	1

"3155-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3155-2"	"FRIENDS"	"3155"	0	0	0	0	0	0	0	0

"3155-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3155-1"	"FRIENDS"	"3155"	12	4	0	0	0	0	0	0

"3156-1"	"Same Room"	"F"	"3X"	"MALAY"	"O-LEVEL"	"FREELANCE"	"ENGLISH, MALAY"	"MALAY"	"3156-2"	"FRIENDS"	"3156"	69	106	0	5	0	0	1	0

"3156-2"	"Same Room"	"M"	"3X"	"MALAY"	"DIPLOMA"	"OPERATIONS"	"ENGLISH, MALAY"	"MALAY"	"3156-1"	"FRIENDS"	"3156"	25	71	1	0	0	1	0	0

"3157-1"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"EXECUTIVE"	"ENGLISH, CHINESE"	"ENGLISH"	"3157-2"	"FRIENDS"	"3157"	88	174	23	34	0	10	9	13

"3157-2"	"Same Room"	"M"	"3X"	"CHINESE"	"A-LEVEL"	"EXECUTIVE"	"ENGLISH, CHINESE"	"ENGLISH"	"3157-1"	"FRIENDS"	"3157"	156	158	40	24	5	0	7	4

"3158-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3158-2"	"FRIENDS"	"3158"	55	86	14	14	0	5	1	1

"3158-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3158-1"	"FRIENDS"	"3158"	21	44	1	1	0	1	0	0

"3159-1"	"Same Room"	"F"	"1X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"CHINESE"	"3159-2"	"FAMILY"	"3159"	71	32	2	40	0	5	11	3

"3159-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"LAW & ORDER"	"ENGLISH, CHINESE"	"CHINESE"	"3159-1"	"FAMILY"	"3159"	72	62	16	35	11	14	5	0

"3160-1"	"Same Room"	"F"	"3X"	"CHINESE"	"DIPLOMA"	"EDUCATOR"	"ENGLISH, CHINESE"	"ENGLISH"	"3160-2"	"FAMILY"	"3160"	15	5	0	0	0	0	0	0

"3160-2"	"Same Room"	"M"	"1X"	"CHINESE"	"O-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"CHINESE"	"3160-1"	"FAMILY"	"3160"	1	0	0	0	0	0	0	0

"3161-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3161-2"	"PARTNER"	"3161"	188	89	4	25	1	1	19	1

"3161-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"CHINESE"	"3161-1"	"PARTNER"	"3161"	40	48	1	19	7	1	7	0

"3162-1"	"Same Room"	"M"	"2X"	"CHINESE"	"A-LEVEL"	"N/A"	"ENGLISH, CHINESE"	"CHINESE"	"3162-2"	"PARTNER"	"3162"	19	91	1	1	0	0	2	1

"3162-2"	"Same Room"	"F"	"1X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3162-1"	"PARTNER"	"3162"	22	24	3	1	2	0	1	1

"3163-1"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3163-2"	"FRIENDS"	"3163"	63	129	10	35	1	3	4	3

"3163-2"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3163-1"	"FRIENDS"	"3163"	279	94	26	14	0	1	1	0

"3164-1"	"Same Room"	"M"	"3X"	"CHINESE"	"A-LEVEL"	"SELF-EMPLOYED"	"ENGLISH, CHINESE"	"ENGLISH"	"3164-2"	"FRIENDS"	"3164"	25	3	2	0	0	0	0	0

"3164-2"	"Same Room"	"M"	"3X"	"CHINESE"	"DIPLOMA"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3164-1"	"FRIENDS"	"3164"	26	6	0	1	0	0	0	0

"3165-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3165-2"	"PARTNER"	"3165"	17	12	0	4	0	0	8	0

"3165-2"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3165-1"	"PARTNER"	"3165"	62	93	5	19	0	1	24	2

"3166-1"	"Same Room"	"M"	"1X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3166-2"	"PARTNER"	"3166"	61	85	4	6	1	1	1	1

"3166-2"	"Same Room"	"F"	"1X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3166-1"	"PARTNER"	"3166"	1	87	10	11	0	0	1	1

"3167-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3167-2"	"PARTNER"	"3167"	22	77	9	6	0	0	2	0

"3167-2"	"Same Room"	"M"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3167-1"	"PARTNER"	"3167"	44	136	1	0	0	0	1	0

"3168-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3168-2"	"PARTNER"	"3168"	22	25	7	20	0	2	3	2

"3168-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"MILITARY"	"ENGLISH, CHINESE"	"ENGLISH"	"3168-1"	"PARTNER"	"3168"	37	27	1	6	0	1	0	4

"3169-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"RESEARCH"	"ENGLISH"	"ENGLISH"	"3169-2"	"FRIENDS"	"3169"	27	35	2	11	0	2	2	0

"3169-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"RESEARCH"	"ENGLISH"	"ENGLISH"	"3169-1"	"FRIENDS"	"3169"	112	106	34	53	0	5	12	4

"3170-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3170-2"	"FRIENDS"	"3170"	47	74	8	18	0	7	7	1

"3170-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3170-1"	"FRIENDS"	"3170"	58	32	9	14	1	7	5	2

"3171-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3171-2"	"PARTNER"	"3171"	13	3	0	1	0	0	0	0

"3171-2"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3171-1"	"PARTNER"	"3171"	24	84	1	5	0	0	0	0

"3172-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3172-2"	"PARTNER"	"3172"	11	10	1	0	0	0	0	0

"3172-2"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3172-1"	"PARTNER"	"3172"	40	25	1	1	0	0	0	0

"3173-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3173-2"	"FRIENDS"	"3173"	24	17	4	9	0	0	3	0

"3173-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3173-1"	"FRIENDS"	"3173"	135	67	24	29	0	6	7	1

"3174-1"	"Same Room"	"F"	"5X"	"MALAY"	"A-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3174-2"	"PARTNER"	"3174"	161	75	3	5	0	0	4	0

"3174-2"	"Same Room"	"M"	"6X"	"MALAY"	"A-LEVEL"	"TECHNICIAN"	"ENGLISH"	"ENGLISH"	"3174-1"	"PARTNER"	"3174"	140	160	0	3	0	0	0	0

"3175-1"	"Same Room"	"F"	"3X"	"MALAY"	"BACHELOR"	"TECHNICIAN"	"ENGLISH"	"ENGLISH"	"3175-2"	"FRIENDS"	"3175"	15	25	1	2	0	0	1	0

"3175-2"	"Same Room"	"F"	"3X"	"MALAY"	"DIPLOMA"	"TECHNICIAN"	"ENGLISH"	"ENGLISH"	"3175-1"	"FRIENDS"	"3175"	8	3	0	0	0	0	0	1

"3176-1"	"Same Room"	"M"	"2X"	"MALAY"	"DIPLOMA"	"MILITARY"	"ENGLISH"	"ENGLISH"	"3176-2"	"FRIENDS"	"3176"	75	214	6	4	0	3	2	25

"3176-2"	"Same Room"	"M"	"2X"	"MALAY"	"DIPLOMA"	"MILITARY"	"ENGLISH"	"ENGLISH"	"3176-1"	"FRIENDS"	"3176"	26	23	0	0	2	0	0	0

"3177-1"	"Same Room"	"F"	"3X"	"MALAY"	"BACHELOR"	"ACCOUNTANT"	"ENGLISH"	"MALAY"	"3177-2"	"PARTNER"	"3177"	35	48	13	6	3	4	2	8

"3177-2"	"Same Room"	"M"	"3X"	"MALAY"	"BACHELOR"	"EXECUTIVE"	"ENGLISH"	"ENGLISH"	"3177-1"	"PARTNER"	"3177"	60	185	4	1	0	0	1	2

"3178-1"	"Same Room"	"M"	"3X"	"MALAY"	"BACHELOR"	"ADMINISTRATION"	"ENGLISH"	"ENGLISH"	"3178-2"	"FRIENDS"	"3178"	223	177	1	9	0	2	1	8

"3178-2"	"Same Room"	"M"	"3X"	"MALAY"	"BACHELOR"	"PART-TIME"	"ENGLISH"	"ENGLISH"	"3178-1"	"FRIENDS"	"3178"	242	150	3	9	0	1	0	1

"3179-1"	"Same Room"	"F"	"3X"	"MALAY"	"DIPLOMA"	"LAW & ORDER"	"ENGLISH"	"ENGLISH"	"3179-2"	"FRIENDS"	"3179"	41	61	0	1	0	1	1	4

"3179-2"	"Same Room"	"M"	"3X"	"MALAY"	"N-LEVEL"	"MANAGEMENT"	"ENGLISH"	"ENGLISH"	"3179-1"	"FRIENDS"	"3179"	42	36	0	3	0	0	0	0

"3180-2"	"Same Room"	"M"	"3X"	"MALAY"	"BACHELOR"	"MILITARY"	"ENGLISH"	"ENGLISH"	"3180-1"	"FRIENDS"	"3180"	6	8	0	0	0	0	0	0

"3181-1"	"Same Room"	"F"	"5X"	"CHINESE"	"DIPLOMA"	"ADMINISTRATION"	"ENGLISH"	"ENGLISH"	"3181-2"	"FRIENDS"	"3181"	753	328	75	72	67	33	1	0

"3181-2"	"Same Room"	"F"	"5X"	"CHINESE"	"DIPLOMA"	"ADMINISTRATION"	"ENGLISH"	"ENGLISH"	"3181-1"	"FRIENDS"	"3181"	131	93	9	5	1	8	1	0

"3182-1"	"Same Room"	"F"	"1X"	"MALAY"	"DIPLOMA"	"STUDENT"	"ENGLISH"	"MALAY"	"3182-2"	"FAMILY"	"3182"	5	11	0	0	0	0	0	0

"3182-2"	"Same Room"	"F"	"6X"	"MALAY"	"DIPLOMA"	"HOMEMAKER"	"ENGLISH"	"MALAY"	"3182-1"	"FAMILY"	"3182"	86	39	0	0	0	0	1	0

"3183-1"	"Same Room"	"M"	"3X"	"MALAY"	"N-LEVEL"	"OPERATIONS"	"ENGLISH"	"MALAY"	"3183-2"	"PARTNER"	"3183"	42	8	0	1	0	0	0	0

"3183-2"	"Same Room"	"F"	"3X"	"MALAY"	"N-LEVEL"	"HOMEMAKER"	"ENGLISH,MALAY"	"ENGLISH"	"3183-1"	"PARTNER"	"3183"	30	25	0	0	0	0	0	0

"3184-1"	"Same Room"	"F"	"3X"	"MALAY"	"DIPLOMA"	"TECHNICIAN"	"ENGLISH"	"ENGLISH"	"3184-2"	"FRIENDS"	"3184"	5	12	0	0	1	0	0	0

"3184-2"	"Same Room"	"F"	"3X"	"MALAY"	"BACHELOR"	"DESIGNER"	"ENGLISH"	"MALAY"	"3184-1"	"FRIENDS"	"3184"	1	5	0	0	0	0	0	0

"3185-1"	"Same Room"	"F"	"4X"	"INDIAN"	"DIPLOMA"	"EDUCATOR"	"ENGLISH"	"ENGLISH"	"3185-2"	"FRIENDS"	"3185"	3	0	0	0	0	0	0	0

"3185-2"	"Same Room"	"M"	"4X"	"INDIAN"	"BACHELOR"	"EDUCATOR"	"ENGLISH"	"ENGLISH"	"3185-1"	"FRIENDS"	"3185"	7	3	0	0	0	0	0	0

"3200-1"	"Same Room"	"M"	"3X"	"MALAY"	"BACHELOR"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3200-2"	"FRIENDS"	"3200"	137	169	0	4	0	0	0	3

"3200-2"	"Same Room"	"M"	"4X"	"MALAY"	"O-LEVEL"	"FREELANCE"	"ENGLISH"	"ENGLISH"	"3200-1"	"FRIENDS"	"3200"	217	112	0	1	0	0	1	1

"3201-1"	"Same Room"	"M"	"2X"	"MALAY"	"DIPLOMA"	"FREELANCE"	"ENGLISH"	"ENGLISH"	"3201-2"	"FRIENDS"	"3201"	84	46	0	1	0	0	0	0

"3201-2"	"Same Room"	"M"	"3X"	"INDIAN"	"O-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3201-1"	"FRIENDS"	"3201"	45	22	0	1	0	0	0	1

"3202-1"	"Same Room"	"M"	"4X"	"MALAY"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3202-2"	"FAMILY"	"3202"	56	13	0	0	0	0	0	0

"3202-2"	"Same Room"	"M"	"5X"	"MALAY"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3202-1"	"FAMILY"	"3202"	51	10	0	0	0	0	0	0

"3203-1"	"Same Room"	"M"	"4X"	"INDIAN"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3203-2"	"FRIENDS"	"3203"	17	61	0	0	0	0	0	0

"3203-2"	"Same Room"	"M"	"3X"	"INDIAN"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3203-1"	"FRIENDS"	"3203"	11	27	0	0	0	0	0	0

"3204-1"	"Same Room"	"M"	"4X"	"INDIAN"	"N-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3204-2"	"FRIENDS"	"3204"	9	81	1	1	0	0	0	0

"3204-2"	"Same Room"	"M"	"4X"	"INDIAN"	"N-LEVEL"	"FREELANCE"	"ENGLISH"	"ENGLISH"	"3204-1"	"FRIENDS"	"3204"	63	151	1	1	0	0	0	0

"3205-1"	"Same Room"	"M"	"3X"	"MALAY"	"N-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3205-2"	"FAMILY"	"3205"	12	3	0	0	0	0	0	0

"3205-2"	"Same Room"	"M"	"3X"	"MALAY"	"N-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3205-1"	"FAMILY"	"3205"	25	7	0	0	0	0	0	0

"3206-1"	"Same Room"	"M"	"3X"	"MALAY"	"O-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3206-2"	"FRIENDS"	"3206"	47	35	4	0	0	0	1	1

"3206-2"	"Same Room"	"M"	"3X"	"INDIAN"	"O-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3206-1"	"FRIENDS"	"3206"	39	17	1	0	0	0	0	0

"3208-1"	"Same Room"	"M"	"4X"	"MALAY"	"BACHELOR"	"N/A"	"ENGLISH"	"ENGLISH"	"3208-2"	"FRIENDS"	"3208"	54	96	1	0	0	1	0	10

"3208-2"	"Same Room"	"M"	"4X"	"INDIAN"	"BACHELOR"	"N/A"	"ENGLISH"	"ENGLISH"	"3208-1"	"FRIENDS"	"3208"	5	8	0	0	0	0	0	0

"3209-1"	"Same Room"	"M"	"3X"	"MALAY"	"DIPLOMA"	"N/A"	"ENGLISH"	"ENGLISH"	"3209-2"	"FRIENDS"	"3209"	31	162	1	4	0	0	0	2

"3209-2"	"Same Room"	"M"	"3X"	"MALAY"	"DIPLOMA"	"ANALYST"	"ENGLISH"	"ENGLISH"	"3209-1"	"FRIENDS"	"3209"	86	98	0	1	0	0	0	6

"3210-1"	"Same Room"	"M"	"3X"	"MALAY"	"O-LEVEL"	"N/A"	"ENGLISH"	"ENGLISH"	"3210-2"	"FAMILY"	"3210"	18	20	1	0	0	0	0	0

"3210-2"	"Same Room"	"M"	"4X"	"MALAY"	"O-LEVEL"	"N/A"	"ENGLISH"	"ENGLISH"	"3210-1"	"FAMILY"	"3210"	68	21	0	0	0	0	0	1

"3211-1"	"Same Room"	"M"	"4X"	"MALAY"	"DIPLOMA"	"N/A"	"ENGLISH"	"ENGLISH"	"3211-2"	"FRIENDS"	"3211"	42	47	0	0	0	0	0	2

"3211-2"	"Same Room"	"M"	"4X"	"MALAY"	"DIPLOMA"	"N/A"	"ENGLISH"	"ENGLISH"	"3211-1"	"FRIENDS"	"3211"	84	76	0	1	0	0	2	1

"3212-1"	"Same Room"	"M"	"5X"	"INDIAN"	"BACHELOR"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3212-2"	"FRIENDS"	"3212"	26	6	0	1	0	0	0	0

"3212-2"	"Same Room"	"M"	"5X"	"INDIAN"	"A-LEVEL"	"FREELANCE"	"ENGLISH"	"ENGLISH"	"3212-1"	"FRIENDS"	"3212"	4	1	1	0	0	0	0	0

"3213-1"	"Same Room"	"M"	"3X"	"INDIAN"	"DIPLOMA"	"N/A"	"ENGLISH"	"ENGLISH"	"3213-2"	"FRIENDS"	"3213"	59	49	1	1	0	0	0	1

